PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Cabin_Known,Title
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",Female,35.0,1,0,19943,65.63,C93,S,1,Mrs
488,0,1,"Kent, Mr. Edward Austin",Male,58.0,0,0,11771,29.7,B37,C,1,Mr
489,0,3,"Somerton, Mr. Francis William",Male,30.0,0,0,A.5. 18509,8.05,Unknown,S,0,Mr
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",Male,9.0,1,1,C.A. 37671,15.9,Unknown,S,0,Master
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",Male,25.0,1,0,65304,19.97,Unknown,S,0,Mr
492,0,3,"Windelov, Mr. Einar",Male,21.0,0,0,SOTON/OQ 3101317,7.25,Unknown,S,0,Mr
493,0,1,"Molson, Mr. Harry Markland",Male,55.0,0,0,113787,30.5,C30,S,1,Mr
494,0,1,"Artagaveytia, Mr. Ramon",Male,71.0,0,0,PC 17609,49.5,Unknown,C,0,Mr
495,0,3,"Stanley, Mr. Edward Roland",Male,21.0,0,0,A/4 45380,8.05,Unknown,S,0,Mr
496,0,3,"Yousseff, Mr. Gerious",Male,25.0,0,0,2627,14.46,Unknown,C,0,Mr
497,1,1,"Eustis, Miss. Elizabeth Mussey",Female,54.0,1,0,36947,65.63,D20,C,1,Miss
498,0,3,"Shellard, Mr. Frederick William",Male,25.0,0,0,C.A. 6212,15.1,Unknown,S,0,Mr
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",Female,25.0,1,2,113781,65.63,C22 C26,S,1,Mrs
500,0,3,"Svensson, Mr. Olof",Male,24.0,0,0,350035,7.8,Unknown,S,0,Mr
501,0,3,"Calic, Mr. Petar",Male,17.0,0,0,315086,8.66,Unknown,S,0,Mr
502,0,3,"Canavan, Miss. Mary",Female,21.0,0,0,364846,7.75,Unknown,Q,0,Miss
503,0,3,"O'Sullivan, Miss. Bridget Mary",Female,21.5,0,0,330909,7.63,Unknown,Q,0,Miss
504,0,3,"Laitinen, Miss. Kristina Sofia",Female,37.0,0,0,4135,9.59,Unknown,S,0,Miss
505,1,1,"Maioni, Miss. Roberta",Female,16.0,0,0,110152,65.63,B79,S,1,Miss
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",Male,18.0,1,0,PC 17758,65.63,C65,C,1,Mr
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",Female,33.0,0,2,26360,26.0,Unknown,S,0,Mrs
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",Male,40.0,0,0,111427,26.55,Unknown,S,0,Mr
509,0,3,"Olsen, Mr. Henry Margido",Male,28.0,0,0,C 4001,22.52,Unknown,S,0,Mr
510,1,3,"Lang, Mr. Fang",Male,26.0,0,0,1601,56.5,Unknown,S,0,Mr
511,1,3,"Daly, Mr. Eugene Patrick",Male,29.0,0,0,382651,7.75,Unknown,Q,0,Mr
512,0,3,"Webber, Mr. James",Male,25.0,0,0,SOTON/OQ 3101316,8.05,Unknown,S,0,Mr
513,1,1,"McGough, Mr. James Robert",Male,36.0,0,0,PC 17473,26.29,E25,S,1,Mr
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",Female,54.0,1,0,PC 17603,59.4,Unknown,C,0,Mrs
515,0,3,"Coleff, Mr. Satio",Male,24.0,0,0,349209,7.5,Unknown,S,0,Mr
516,0,1,"Walker, Mr. William Anderson",Male,47.0,0,0,36967,34.02,D46,S,1,Mr
517,1,2,"Lemore, Mrs. (Amelia Milley)",Female,34.0,0,0,C.A. 34260,10.5,F33,S,1,Mrs
518,0,3,"Ryan, Mr. Patrick",Male,25.0,0,0,371110,24.15,Unknown,Q,0,Mr
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",Female,36.0,1,0,226875,26.0,Unknown,S,0,Mrs
520,0,3,"Pavlovic, Mr. Stefo",Male,32.0,0,0,349242,7.9,Unknown,S,0,Mr
521,1,1,"Perreault, Miss. Anne",Female,30.0,0,0,12749,65.63,B73,S,1,Miss
522,0,3,"Vovk, Mr. Janko",Male,22.0,0,0,349252,7.9,Unknown,S,0,Mr
523,0,3,"Lahoud, Mr. Sarkis",Male,25.0,0,0,2624,7.22,Unknown,C,0,Mr
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",Female,44.0,0,1,111361,57.98,B18,C,1,Mrs
525,0,3,"Kassem, Mr. Fared",Male,25.0,0,0,2700,7.23,Unknown,C,0,Mr
526,0,3,"Farrell, Mr. James",Male,40.5,0,0,367232,7.75,Unknown,Q,0,Mr
527,1,2,"Ridsdale, Miss. Lucy",Female,50.0,0,0,W./C. 14258,10.5,Unknown,S,0,Miss
528,0,1,"Farthing, Mr. John",Male,40.0,0,0,PC 17483,65.63,C95,S,1,Mr
529,0,3,"Salonen, Mr. Johan Werner",Male,39.0,0,0,3101296,7.92,Unknown,S,0,Mr
530,0,2,"Hocking, Mr. Richard George",Male,23.0,2,1,29104,11.5,Unknown,S,0,Mr
531,1,2,"Quick, Miss. Phyllis May",Female,2.0,1,1,26360,26.0,Unknown,S,0,Miss
532,0,3,"Toufik, Mr. Nakli",Male,25.0,0,0,2641,7.23,Unknown,C,0,Mr
533,0,3,"Elias, Mr. Joseph Jr",Male,17.0,1,1,2690,7.23,Unknown,C,0,Mr
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",Female,21.5,0,2,2668,22.36,Unknown,C,0,Mrs
535,0,3,"Cacic, Miss. Marija",Female,30.0,0,0,315084,8.66,Unknown,S,0,Miss
536,1,2,"Hart, Miss. Eva Miriam",Female,7.0,0,2,F.C.C. 13529,26.25,Unknown,S,0,Miss
537,0,1,"Butt, Major. Archibald Willingham",Male,45.0,0,0,113050,26.55,B38,S,1,Rare
538,1,1,"LeRoy, Miss. Bertha",Female,30.0,0,0,PC 17761,65.63,Unknown,C,0,Miss
539,0,3,"Risien, Mr. Samuel Beard",Male,25.0,0,0,364498,14.5,Unknown,S,0,Mr
540,1,1,"Frolicher, Miss. Hedwig Margaritha",Female,22.0,0,2,13568,49.5,B39,C,1,Miss
541,1,1,"Crosby, Miss. Harriet R",Female,36.0,0,2,WE/P 5735,65.63,B22,S,1,Miss
542,0,3,"Andersson, Miss. Ingeborg Constanzia",Female,9.0,4,2,347082,31.28,Unknown,S,0,Miss
543,0,3,"Andersson, Miss. Sigrid Elisabeth",Female,11.0,4,2,347082,31.28,Unknown,S,0,Miss
544,1,2,"Beane, Mr. Edward",Male,32.0,1,0,2908,26.0,Unknown,S,0,Mr
545,0,1,"Douglas, Mr. Walter Donald",Male,50.0,1,0,PC 17761,65.63,C86,C,1,Mr
546,0,1,"Nicholson, Mr. Arthur Ernest",Male,64.0,0,0,693,26.0,Unknown,S,0,Mr
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",Female,19.0,1,0,2908,26.0,Unknown,S,0,Mrs
548,1,2,"Padro y Manent, Mr. Julian",Male,30.0,0,0,SC/PARIS 2146,13.86,Unknown,C,0,Mr
549,0,3,"Goldsmith, Mr. Frank John",Male,33.0,1,1,363291,20.52,Unknown,S,0,Mr
550,1,2,"Davies, Master. John Morgan Jr",Male,8.0,1,1,C.A. 33112,36.75,Unknown,S,0,Master
551,1,1,"Thayer, Mr. John Borland Jr",Male,17.0,0,2,17421,65.63,C70,C,1,Mr
552,0,2,"Sharp, Mr. Percival James R",Male,27.0,0,0,244358,26.0,Unknown,S,0,Mr
553,0,3,"O'Brien, Mr. Timothy",Male,25.0,0,0,330979,7.83,Unknown,Q,0,Mr
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",Male,22.0,0,0,2620,7.22,Unknown,C,0,Mr
555,1,3,"Ohman, Miss. Velin",Female,22.0,0,0,347085,7.78,Unknown,S,0,Miss
556,0,1,"Wright, Mr. George",Male,62.0,0,0,113807,26.55,Unknown,S,0,Mr
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",Female,48.0,1,0,11755,39.6,A16,C,1,Rare
558,0,1,"Robbins, Mr. Victor",Male,40.0,0,0,PC 17757,65.63,Unknown,C,0,Mr
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",Female,39.0,1,1,110413,65.63,E67,S,1,Mrs
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",Female,36.0,1,0,345572,17.4,Unknown,S,0,Mrs
561,0,3,"Morrow, Mr. Thomas Rowan",Male,25.0,0,0,372622,7.75,Unknown,Q,0,Mr
562,0,3,"Sivic, Mr. Husein",Male,40.0,0,0,349251,7.9,Unknown,S,0,Mr
563,0,2,"Norman, Mr. Robert Douglas",Male,28.0,0,0,218629,13.5,Unknown,S,0,Mr
564,0,3,"Simmons, Mr. John",Male,25.0,0,0,SOTON/OQ 392082,8.05,Unknown,S,0,Mr
565,0,3,"Meanwell, Miss. (Marion Ogden)",Female,21.5,0,0,SOTON/O.Q. 392087,8.05,Unknown,S,0,Miss
566,0,3,"Davies, Mr. Alfred J",Male,24.0,2,0,A/4 48871,24.15,Unknown,S,0,Mr
567,0,3,"Stoytcheff, Mr. Ilia",Male,19.0,0,0,349205,7.9,Unknown,S,0,Mr
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",Female,29.0,0,4,349909,21.08,Unknown,S,0,Mrs
569,0,3,"Doharr, Mr. Tannous",Male,25.0,0,0,2686,7.23,Unknown,C,0,Mr
570,1,3,"Jonsson, Mr. Carl",Male,32.0,0,0,350417,7.85,Unknown,S,0,Mr
571,1,2,"Harris, Mr. George",Male,62.0,0,0,S.W./PP 752,10.5,Unknown,S,0,Mr
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",Female,53.0,2,0,11769,51.48,C101,S,1,Mrs
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",Male,36.0,0,0,PC 17474,26.39,E25,S,1,Mr
574,1,3,"Kelly, Miss. Mary",Female,21.5,0,0,14312,7.75,Unknown,Q,0,Miss
575,0,3,"Rush, Mr. Alfred George John",Male,16.0,0,0,A/4. 20589,8.05,Unknown,S,0,Mr
576,0,3,"Patchett, Mr. George",Male,19.0,0,0,358585,14.5,Unknown,S,0,Mr
577,1,2,"Garside, Miss. Ethel",Female,34.0,0,0,243880,13.0,Unknown,S,0,Miss
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",Female,39.0,1,0,13507,55.9,E44,S,1,Mrs
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",Female,21.5,1,0,2689,14.46,Unknown,C,0,Mrs
580,1,3,"Jussila, Mr. Eiriik",Male,32.0,0,0,STON/O 2. 3101286,7.92,Unknown,S,0,Mr
581,1,2,"Christy, Miss. Julie Rachel",Female,25.0,1,1,237789,30.0,Unknown,S,0,Miss
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",Female,39.0,1,1,17421,65.63,C68,C,1,Mrs
583,0,2,"Downton, Mr. William James",Male,54.0,0,0,28403,26.0,Unknown,S,0,Mr
584,0,1,"Ross, Mr. John Hugo",Male,36.0,0,0,13049,40.12,A10,C,1,Mr
585,0,3,"Paulner, Mr. Uscher",Male,25.0,0,0,3411,8.71,Unknown,C,0,Mr
586,1,1,"Taussig, Miss. Ruth",Female,18.0,0,2,110413,65.63,E68,S,1,Miss
587,0,2,"Jarvis, Mr. John Denzil",Male,47.0,0,0,237565,15.0,Unknown,S,0,Mr
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",Male,60.0,1,1,13567,65.63,B41,C,1,Mr
589,0,3,"Gilinski, Mr. Eliezer",Male,22.0,0,0,14973,8.05,Unknown,S,0,Mr
590,0,3,"Murdlin, Mr. Joseph",Male,25.0,0,0,A./5. 3235,8.05,Unknown,S,0,Mr
591,0,3,"Rintamaki, Mr. Matti",Male,35.0,0,0,STON/O 2. 3101273,7.12,Unknown,S,0,Mr
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",Female,52.0,1,0,36947,65.63,D20,C,1,Mrs
593,0,3,"Elsbury, Mr. William James",Male,47.0,0,0,A/5 3902,7.25,Unknown,S,0,Mr
594,0,3,"Bourke, Miss. Mary",Female,21.5,0,2,364848,7.75,Unknown,Q,0,Miss
595,0,2,"Chapman, Mr. John Henry",Male,37.0,1,0,SC/AH 29037,26.0,Unknown,S,0,Mr
596,0,3,"Van Impe, Mr. Jean Baptiste",Male,36.0,1,1,345773,24.15,Unknown,S,0,Mr
597,1,2,"Leitch, Miss. Jessie Wills",Female,28.0,0,0,248727,33.0,Unknown,S,0,Miss
598,0,3,"Johnson, Mr. Alfred",Male,49.0,0,0,LINE,0.0,Unknown,S,0,Mr
599,0,3,"Boulos, Mr. Hanna",Male,25.0,0,0,2664,7.22,Unknown,C,0,Mr
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",Male,49.0,1,0,PC 17485,56.93,A20,C,1,Rare
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",Female,24.0,2,1,243847,27.0,Unknown,S,0,Mrs
602,0,3,"Slabenoff, Mr. Petco",Male,25.0,0,0,349214,7.9,Unknown,S,0,Mr
603,0,1,"Harrington, Mr. Charles H",Male,40.0,0,0,113796,42.4,Unknown,S,0,Mr
604,0,3,"Torber, Mr. Ernst William",Male,44.0,0,0,364511,8.05,Unknown,S,0,Mr
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",Male,35.0,0,0,111426,26.55,Unknown,C,0,Mr
606,0,3,"Lindell, Mr. Edvard Bengtsson",Male,36.0,1,0,349910,15.55,Unknown,S,0,Mr
607,0,3,"Karaic, Mr. Milan",Male,30.0,0,0,349246,7.9,Unknown,S,0,Mr
608,1,1,"Daniel, Mr. Robert Williams",Male,27.0,0,0,113804,30.5,Unknown,S,0,Mr
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",Female,22.0,1,2,SC/Paris 2123,41.58,Unknown,C,0,Mrs
610,1,1,"Shutes, Miss. Elizabeth W",Female,40.0,0,0,PC 17582,65.63,C125,S,1,Miss
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",Female,39.0,1,5,347082,31.28,Unknown,S,0,Mrs
612,0,3,"Jardin, Mr. Jose Neto",Male,25.0,0,0,SOTON/O.Q. 3101305,7.05,Unknown,S,0,Mr
613,1,3,"Murphy, Miss. Margaret Jane",Female,21.5,1,0,367230,15.5,Unknown,Q,0,Miss
614,0,3,"Horgan, Mr. John",Male,25.0,0,0,370377,7.75,Unknown,Q,0,Mr
615,0,3,"Brocklebank, Mr. William Alfred",Male,35.0,0,0,364512,8.05,Unknown,S,0,Mr
616,1,2,"Herman, Miss. Alice",Female,24.0,1,2,220845,65.0,Unknown,S,0,Miss
617,0,3,"Danbom, Mr. Ernst Gilbert",Male,34.0,1,1,347080,14.4,Unknown,S,0,Mr
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",Female,26.0,1,0,A/5. 3336,16.1,Unknown,S,0,Mrs
619,1,2,"Becker, Miss. Marion Louise",Female,4.0,2,1,230136,39.0,F4,S,1,Miss
620,0,2,"Gavey, Mr. Lawrence",Male,26.0,0,0,31028,10.5,Unknown,S,0,Mr
621,0,3,"Yasbeck, Mr. Antoni",Male,27.0,1,0,2659,14.45,Unknown,C,0,Mr
622,1,1,"Kimball, Mr. Edwin Nelson Jr",Male,42.0,1,0,11753,52.55,D19,S,1,Mr
623,1,3,"Nakid, Mr. Sahid",Male,20.0,1,1,2653,15.74,Unknown,C,0,Mr
624,0,3,"Hansen, Mr. Henry Damsgaard",Male,21.0,0,0,350029,7.85,Unknown,S,0,Mr
625,0,3,"Bowen, Mr. David John ""Dai""",Male,21.0,0,0,54636,16.1,Unknown,S,0,Mr
626,0,1,"Sutton, Mr. Frederick",Male,61.0,0,0,36963,32.32,D50,S,1,Mr
627,0,2,"Kirkland, Rev. Charles Leonard",Male,57.0,0,0,219533,12.35,Unknown,Q,0,Rare
628,1,1,"Longley, Miss. Gretchen Fiske",Female,21.0,0,0,13502,65.63,D9,S,1,Miss
629,0,3,"Bostandyeff, Mr. Guentcho",Male,26.0,0,0,349224,7.9,Unknown,S,0,Mr
630,0,3,"O'Connell, Mr. Patrick D",Male,25.0,0,0,334912,7.73,Unknown,Q,0,Mr
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",Male,80.0,0,0,27042,30.0,A23,S,1,Mr
632,0,3,"Lundahl, Mr. Johan Svensson",Male,51.0,0,0,347743,7.05,Unknown,S,0,Mr
633,1,1,"Stahelin-Maeglin, Dr. Max",Male,32.0,0,0,13214,30.5,B50,C,1,Rare
634,0,1,"Parr, Mr. William Henry Marsh",Male,40.0,0,0,112052,0.0,Unknown,S,0,Mr
635,0,3,"Skoog, Miss. Mabel",Female,9.0,3,2,347088,27.9,Unknown,S,0,Miss
636,1,2,"Davis, Miss. Mary",Female,28.0,0,0,237668,13.0,Unknown,S,0,Miss
637,0,3,"Leinonen, Mr. Antti Gustaf",Male,32.0,0,0,STON/O 2. 3101292,7.92,Unknown,S,0,Mr
638,0,2,"Collyer, Mr. Harvey",Male,31.0,1,1,C.A. 31921,26.25,Unknown,S,0,Mr
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",Female,41.0,0,5,3101295,39.69,Unknown,S,0,Mrs
640,0,3,"Thorneycroft, Mr. Percival",Male,25.0,1,0,376564,16.1,Unknown,S,0,Mr
641,0,3,"Jensen, Mr. Hans Peder",Male,20.0,0,0,350050,7.85,Unknown,S,0,Mr
642,1,1,"Sagesser, Mlle. Emma",Female,24.0,0,0,PC 17477,65.63,B35,C,1,Miss
643,0,3,"Skoog, Miss. Margit Elizabeth",Female,2.0,3,2,347088,27.9,Unknown,S,0,Miss
644,1,3,"Foo, Mr. Choong",Male,25.0,0,0,1601,56.5,Unknown,S,0,Mr
645,1,3,"Baclini, Miss. Eugenie",Female,0.8,2,1,2666,19.26,Unknown,C,0,Miss
646,1,1,"Harper, Mr. Henry Sleeper",Male,48.0,1,0,PC 17572,65.63,D33,C,1,Mr
647,0,3,"Cor, Mr. Liudevit",Male,19.0,0,0,349231,7.9,Unknown,S,0,Mr
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",Male,56.0,0,0,13213,35.5,A26,C,1,Rare
649,0,3,"Willey, Mr. Edward",Male,25.0,0,0,S.O./P.P. 751,7.55,Unknown,S,0,Mr
650,1,3,"Stanley, Miss. Amy Zillah Elsie",Female,23.0,0,0,CA. 2314,7.55,Unknown,S,0,Miss
651,0,3,"Mitkoff, Mr. Mito",Male,25.0,0,0,349221,7.9,Unknown,S,0,Mr
652,1,2,"Doling, Miss. Elsie",Female,18.0,0,1,231919,23.0,Unknown,S,0,Miss
653,0,3,"Kalvik, Mr. Johannes Halvorsen",Male,21.0,0,0,8475,8.43,Unknown,S,0,Mr
654,1,3,"O'Leary, Miss. Hanora ""Norah""",Female,21.5,0,0,330919,7.83,Unknown,Q,0,Miss
655,0,3,"Hegarty, Miss. Hanora ""Nora""",Female,18.0,0,0,365226,6.75,Unknown,Q,0,Miss
656,0,2,"Hickman, Mr. Leonard Mark",Male,24.0,2,0,S.O.C. 14879,65.63,Unknown,S,0,Mr
657,0,3,"Radeff, Mr. Alexander",Male,25.0,0,0,349223,7.9,Unknown,S,0,Mr
658,0,3,"Bourke, Mrs. John (Catherine)",Female,32.0,1,1,364849,15.5,Unknown,Q,0,Mrs
659,0,2,"Eitemiller, Mr. George Floyd",Male,23.0,0,0,29751,13.0,Unknown,S,0,Mr
660,0,1,"Newell, Mr. Arthur Webster",Male,58.0,0,2,35273,65.63,D48,C,1,Mr
661,1,1,"Frauenthal, Dr. Henry William",Male,50.0,2,0,PC 17611,65.63,Unknown,S,0,Rare
662,0,3,"Badt, Mr. Mohamed",Male,40.0,0,0,2623,7.22,Unknown,C,0,Mr
663,0,1,"Colley, Mr. Edward Pomeroy",Male,47.0,0,0,5727,25.59,E58,S,1,Mr
664,0,3,"Coleff, Mr. Peju",Male,36.0,0,0,349210,7.5,Unknown,S,0,Mr
665,1,3,"Lindqvist, Mr. Eino William",Male,20.0,1,0,STON/O 2. 3101285,7.92,Unknown,S,0,Mr
666,0,2,"Hickman, Mr. Lewis",Male,32.0,2,0,S.O.C. 14879,65.63,Unknown,S,0,Mr
667,0,2,"Butler, Mr. Reginald Fenton",Male,25.0,0,0,234686,13.0,Unknown,S,0,Mr
668,0,3,"Rommetvedt, Mr. Knud Paust",Male,25.0,0,0,312993,7.78,Unknown,S,0,Mr
669,0,3,"Cook, Mr. Jacob",Male,43.0,0,0,A/5 3536,8.05,Unknown,S,0,Mr
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",Female,35.0,1,0,19996,52.0,C126,S,1,Mrs
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",Female,40.0,1,1,29750,39.0,Unknown,S,0,Mrs
672,0,1,"Davidson, Mr. Thornton",Male,31.0,1,0,F.C. 12750,52.0,B71,S,1,Mr
673,0,2,"Mitchell, Mr. Henry Michael",Male,70.0,0,0,C.A. 24580,10.5,Unknown,S,0,Mr
674,1,2,"Wilhelms, Mr. Charles",Male,31.0,0,0,244270,13.0,Unknown,S,0,Mr
675,0,2,"Watson, Mr. Ennis Hastings",Male,30.0,0,0,239856,0.0,Unknown,S,0,Mr
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",Male,18.0,0,0,349912,7.78,Unknown,S,0,Mr
677,0,3,"Sawyer, Mr. Frederick Charles",Male,24.5,0,0,342826,8.05,Unknown,S,0,Mr
678,1,3,"Turja, Miss. Anna Sofia",Female,18.0,0,0,4138,9.84,Unknown,S,0,Miss
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",Female,43.0,1,6,CA 2144,46.9,Unknown,S,0,Mrs
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",Male,36.0,0,1,PC 17755,65.63,B51 B53 B55,C,1,Mr
681,0,3,"Peters, Miss. Katie",Female,21.5,0,0,330935,8.14,Unknown,Q,0,Miss
682,1,1,"Hassab, Mr. Hammad",Male,27.0,0,0,PC 17572,65.63,D49,C,1,Mr
683,0,3,"Olsvigen, Mr. Thor Anderson",Male,20.0,0,0,6563,9.22,Unknown,S,0,Mr
684,0,3,"Goodwin, Mr. Charles Edward",Male,14.0,5,2,CA 2144,46.9,Unknown,S,0,Mr
685,0,2,"Brown, Mr. Thomas William Solomon",Male,60.0,1,1,29750,39.0,Unknown,S,0,Mr
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",Male,25.0,1,2,SC/Paris 2123,41.58,Unknown,C,0,Mr
687,0,3,"Panula, Mr. Jaako Arnold",Male,14.0,4,1,3101295,39.69,Unknown,S,0,Mr
688,0,3,"Dakic, Mr. Branko",Male,19.0,0,0,349228,10.17,Unknown,S,0,Mr
689,0,3,"Fischer, Mr. Eberhard Thelander",Male,18.0,0,0,350036,7.8,Unknown,S,0,Mr
690,1,1,"Madill, Miss. Georgette Alexandra",Female,15.0,0,1,24160,65.63,B5,S,1,Miss
691,1,1,"Dick, Mr. Albert Adrian",Male,31.0,1,0,17474,57.0,B20,S,1,Mr
692,1,3,"Karun, Miss. Manca",Female,4.0,0,1,349256,13.42,Unknown,C,0,Miss
693,1,3,"Lam, Mr. Ali",Male,25.0,0,0,1601,56.5,Unknown,S,0,Mr
694,0,3,"Saad, Mr. Khalil",Male,25.0,0,0,2672,7.22,Unknown,C,0,Mr
695,0,1,"Weir, Col. John",Male,60.0,0,0,113800,26.55,Unknown,S,0,Rare
696,0,2,"Chapman, Mr. Charles Henry",Male,52.0,0,0,248731,13.5,Unknown,S,0,Mr
697,0,3,"Kelly, Mr. James",Male,44.0,0,0,363592,8.05,Unknown,S,0,Mr
698,1,3,"Mullens, Miss. Katherine ""Katie""",Female,21.5,0,0,35852,7.73,Unknown,Q,0,Miss
699,0,1,"Thayer, Mr. John Borland",Male,49.0,1,1,17421,65.63,C68,C,1,Mr
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",Male,42.0,0,0,348121,7.65,F G63,S,1,Mr
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",Female,18.0,1,0,PC 17757,65.63,C62 C64,C,1,Mrs
702,1,1,"Silverthorne, Mr. Spencer Victor",Male,35.0,0,0,PC 17475,26.29,E24,S,1,Mr
703,0,3,"Barbara, Miss. Saiide",Female,18.0,0,1,2691,14.45,Unknown,C,0,Miss
704,0,3,"Gallagher, Mr. Martin",Male,25.0,0,0,36864,7.74,Unknown,Q,0,Mr
705,0,3,"Hansen, Mr. Henrik Juul",Male,26.0,1,0,350025,7.85,Unknown,S,0,Mr
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",Male,39.0,0,0,250655,26.0,Unknown,S,0,Mr
707,1,2,"Kelly, Mrs. Florence ""Fannie""",Female,45.0,0,0,223596,13.5,Unknown,S,0,Mrs
708,1,1,"Calderhead, Mr. Edward Pennington",Male,42.0,0,0,PC 17476,26.29,E24,S,1,Mr
709,1,1,"Cleaver, Miss. Alice",Female,22.0,0,0,113781,65.63,Unknown,S,0,Miss
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",Male,25.0,1,1,2661,15.25,Unknown,C,0,Master
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",Female,24.0,0,0,PC 17482,49.5,C90,C,1,Miss
712,0,1,"Klaber, Mr. Herman",Male,40.0,0,0,113028,26.55,C124,S,1,Mr
713,1,1,"Taylor, Mr. Elmer Zebley",Male,48.0,1,0,19996,52.0,C126,S,1,Mr
714,0,3,"Larsson, Mr. August Viktor",Male,29.0,0,0,7545,9.48,Unknown,S,0,Mr
715,0,2,"Greenberg, Mr. Samuel",Male,52.0,0,0,250647,13.0,Unknown,S,0,Mr
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",Male,19.0,0,0,348124,7.65,F G73,S,1,Mr
717,1,1,"Endres, Miss. Caroline Louise",Female,38.0,0,0,PC 17757,65.63,C45,C,1,Miss
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",Female,27.0,0,0,34218,10.5,E101,S,1,Miss
719,0,3,"McEvoy, Mr. Michael",Male,25.0,0,0,36568,15.5,Unknown,Q,0,Mr
720,0,3,"Johnson, Mr. Malkolm Joackim",Male,33.0,0,0,347062,7.78,Unknown,S,0,Mr
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",Female,6.0,0,1,248727,33.0,Unknown,S,0,Miss
722,0,3,"Jensen, Mr. Svend Lauritz",Male,17.0,1,0,350048,7.05,Unknown,S,0,Mr
723,0,2,"Gillespie, Mr. William Henry",Male,34.0,0,0,12233,13.0,Unknown,S,0,Mr
724,0,2,"Hodges, Mr. Henry Price",Male,50.0,0,0,250643,13.0,Unknown,S,0,Mr
725,1,1,"Chambers, Mr. Norman Campbell",Male,27.0,1,0,113806,53.1,E8,S,1,Mr
726,0,3,"Oreskovic, Mr. Luka",Male,20.0,0,0,315094,8.66,Unknown,S,0,Mr
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",Female,30.0,3,0,31027,21.0,Unknown,S,0,Mrs
728,1,3,"Mannion, Miss. Margareth",Female,21.5,0,0,36866,7.74,Unknown,Q,0,Miss
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",Male,25.0,1,0,236853,26.0,Unknown,S,0,Mr
730,0,3,"Ilmakangas, Miss. Pieta Sofia",Female,25.0,1,0,STON/O2. 3101271,7.92,Unknown,S,0,Miss
731,1,1,"Allen, Miss. Elisabeth Walton",Female,29.0,0,0,24160,65.63,B5,S,1,Miss
