order_id,order_date,customer_id,customer_name,age,gender,region,city,product_category,product_name,quantity,unit_price,discount_pct,sales_amount,profit,shipping_cost,payment_method,customer_satisfaction,return_flag,order_status,days_to_ship,year,month,year_month,quarter,day_of_week,age_group,profit_margin_pct
ORD-01577,2021-12-04,CUST22334,Sanjay Kapoor,46,Other,Central,Nagpur,Beauty,Sunscreen,8,2183.25,0.33,11702.22,3029.21,47.17,UPI,2.0,False,Delivered,5,2021,12,2021-12,2021Q4,Saturday,36-50,25.89
ORD-00583,2020-09-17,CUST16103,Sunita Nair,31,Female,West,Ahmedabad,Books,Cook Book,7,477.86,0.36,2140.81,674.69,44.92,Net Banking,3.0,False,Delivered,3,2020,9,2020-09,2020Q3,Thursday,26-35,31.52
ORD-03590,2024-04-10,CUST88984,Aditya Shah,34,Female,West,Mumbai,Beauty,Sunscreen,10,1620.62,0.23,12478.77,5674.7,44.36,Debit Card,1.0,True,Returned,8,2024,4,2024-04,2024Q2,Wednesday,26-35,45.47
ORD-02341,2022-10-11,CUST63955,Arjun Bose,33,F,East,Guwahati,Books,Self-Help Book,4,417.82,0.02,1637.85,656.08,75.99,Cash on Delivery,2.0,False,Delivered,3,2022,10,2022-10,2022Q4,Tuesday,26-35,40.06
ORD-01090,2021-05-07,CUST81568,Ananya Verma,26,M,South,Chennai,Beauty,Face Cream,9,1526.75,0.05,13053.71,9972.58,67.44,UPI,3.0,False,Delivered,8,2021,5,2021-05,2021Q2,Friday,26-35,76.4
ORD-02009,2022-06-05,CUST02356,Aarav Kapoor,28,Other,East,Kolkata,Furniture,Desk,5,34373.42,0.27,125462.98,50613.06,89.82,Debit Card,1.0,True,Returned,5,2022,6,2022-06,2022Q2,Sunday,26-35,40.34
ORD-03864,2024-08-05,CUST15933,Aarav Verma,41,Other,East,Bhubaneswar,Electronics,Smartphone,5,64468.92,0.2,257875.68,48329.91,79.41,Net Banking,1.0,False,Shipped,10,2024,8,2024-08,2024Q3,Monday,36-50,18.74
ORD-03244,2023-11-02,CUST42835,Meera Rao,38,male,East,Guwahati,Beauty,Perfume,7,315.92,0.0,2211.44,652.99,76.21,Cash on Delivery,3.0,False,Delivered,4,2023,11,2023-11,2023Q4,Thursday,36-50,29.53
ORD-00698,2020-11-13,CUST94944,Priya Chatterjee,35,Female,Central,Nagpur,Furniture,Bed Frame,5,5883.06,0.15,25003.0,5925.19,69.28,Cash on Delivery,2.0,False,Shipped,9,2020,11,2020-11,2020Q4,Friday,26-35,23.7
ORD-03015,2023-07-29,CUST53698,Meera Kapoor,35,Male,East,Bhubaneswar,Sports,Cycle,8,4080.77,0.36,20893.54,7223.68,77.54,Cash on Delivery,2.0,False,Delivered,10,2023,7,2023-07,2023Q3,Saturday,26-35,34.57
ORD-03658,2024-05-08,CUST59639,Deepa Chatterjee,33,Male,North,Amritsar,Electronics,Headphones,1,20268.07,0.0,20268.07,5209.56,57.63,EMI,2.0,False,Delivered,10,2024,5,2024-05,2024Q2,Wednesday,26-35,25.7
ORD-00455,2020-07-19,CUST20908,Vikram Mehta,37,FEMALE,South,Kochi,Electronics,Smartwatch,10,61673.76,0.15,524226.96,90844.4,76.69,Cash on Delivery,3.0,False,Delivered,7,2020,7,2020-07,2020Q3,Sunday,36-50,17.33
ORD-03302,2023-11-29,CUST00808,Arjun Reddy,31,Female,West,Mumbai,Electronics,Smartwatch,5,5934.23,0.35,19286.25,1851.85,76.64,UPI,3.0,False,Shipped,2,2023,11,2023-11,2023Q4,Wednesday,26-35,9.6
ORD-00276,2020-05-02,CUST77008,Meera Bhat,34,Other,Central,Nagpur,Books,Textbook,7,1479.71,0.18,8493.54,3968.87,53.15,Net Banking,4.0,False,Delivered,2,2020,5,2020-05,2020Q2,Saturday,26-35,46.73
ORD-03325,2023-12-10,CUST66402,Sanjay Nair,35,Female,East,Bhubaneswar,Beauty,Sunscreen,8,1075.9,0.0,8607.2,4754.61,89.59,Credit Card,3.0,False,Delivered,6,2023,12,2023-12,2023Q4,Sunday,26-35,55.24
ORD-00082,2020-02-01,CUST20826,Ananya Bose,38,Female,East,Guwahati,Clothing,Jeans,2,2078.45,0.17,3450.23,1089.57,80.23,Debit Card,5.0,False,Delivered,4,2020,2,2020-02,2020Q1,Saturday,36-50,31.58
ORD-01677,2022-01-18,CUST23764,Karan Pillai,22,M,East,Patna,Clothing,Dress,2,2911.58,0.4,3493.9,1155.62,78.02,Cash on Delivery,1.0,False,Delivered,6,2022,1,2022-01,2022Q1,Tuesday,18-25,33.08
ORD-02651,2023-02-21,CUST11133,Nisha Shah,38,Female,Central,Bhopal,Furniture,Desk,9,14262.49,0.23,98839.06,41278.73,79.5,Cash on Delivery,1.0,True,Returned,10,2023,2,2023-02,2023Q1,Tuesday,36-50,41.76
ORD-00862,2021-01-29,CUST25585,Shreya Mishra,43,Other,West,Surat,Beauty,Shampoo,1,1381.02,0.28,994.33,385.94,79.14,Cash on Delivery,1.0,False,Delivered,2,2021,1,2021-01,2021Q1,Friday,36-50,38.81
ORD-03847,2024-07-29,CUST01197,Karan Iyer,21,Other,North,Delhi,Furniture,Wardrobe,6,16429.02,0.27,71959.11,40765.64,32.5,EMI,4.0,False,Delivered,5,2024,7,2024-07,2024Q3,Monday,18-25,56.65
ORD-01567,2021-12-01,CUST20735,Aditya Sharma,52,Other,North,Ludhiana,Beauty,Lipstick,7,1393.32,0.0,9753.24,3453.91,40.11,UPI,1.0,False,Delivered,7,2021,12,2021-12,2021Q4,Wednesday,51-65,35.41
ORD-02184,2022-08-13,CUST04059,Nisha Joshi,17,Other,East,Guwahati,Electronics,Laptop,3,73253.06,0.25,164819.38,32607.06,80.92,Credit Card,4.0,False,Pending,6,2022,8,2022-08,2022Q3,Saturday,18-25,19.78
ORD-03372,2023-12-30,CUST23507,Kavya Bhat,44,Female,Central,Bhopal,Books,Self-Help Book,4,746.29,0.3,2089.61,758.46,47.79,Credit Card,1.0,False,Delivered,7,2023,12,2023-12,2023Q4,Saturday,36-50,36.3
ORD-02378,2022-10-27,CUST66835,Karan Pillai,50,Male,North,Amritsar,Electronics,Tablet,1,34094.18,0.36,21820.28,2201.52,51.11,EMI,3.0,False,Delivered,7,2022,10,2022-10,2022Q4,Thursday,36-50,10.09
ORD-03585,2024-04-09,CUST38973,Nikhil Rao,35,FEMALE,North,Ludhiana,Groceries,Rice (5kg),3,242.04,0.22,566.37,49.63,73.34,EMI,3.0,False,Pending,6,2024,4,2024-04,2024Q2,Tuesday,26-35,8.76
ORD-02183,2022-08-13,CUST73899,Meera Sharma,52,Female,East,Bhubaneswar,Groceries,Sugar,2,245.29,0.28,353.22,45.1,88.28,Net Banking,5.0,False,Delivered,5,2022,8,2022-08,2022Q3,Saturday,51-65,12.77
ORD-01801,2022-03-08,CUST42354,Pooja Singh,30,Male,South,Chennai,Electronics,Smartphone,6,16805.34,0.37,63524.19,4060.33,71.78,Debit Card,4.0,False,Delivered,3,2022,3,2022-03,2022Q1,Tuesday,26-35,6.39
ORD-01191,2021-06-20,CUST42018,Aarav Iyer,49,Other,Central,Raipur,Books,Textbook,8,1136.87,0.18,7457.87,3919.14,24.54,Cash on Delivery,5.0,False,Delivered,6,2021,6,2021-06,2021Q2,Sunday,36-50,52.55
ORD-01367,2021-09-08,CUST32462,Shreya Rao,30,Female,Central,Bhopal,Books,Fiction Novel,8,1443.03,0.31,7965.53,3984.16,47.13,UPI,4.0,True,Returned,10,2021,9,2021-09,2021Q3,Wednesday,26-35,50.02
ORD-00321,2020-05-21,CUST74301,Deepa Gupta,42,Male,Central,Indore,Electronics,Headphones,2,43853.55,0.03,85075.89,12392.88,71.03,Net Banking,4.0,False,Delivered,5,2020,5,2020-05,2020Q2,Thursday,36-50,14.57
ORD-03973,2024-09-09,CUST60649,Rohan Verma,59,Male,West,Surat,Books,Biography,3,759.61,0.09,2073.74,696.15,32.82,Debit Card,5.0,False,Delivered,6,2024,9,2024-09,2024Q3,Monday,51-65,33.57
ORD-00259,2020-04-23,CUST68265,Vikram Rao,37,Female,East,Bhubaneswar,Electronics,Smartphone,3,76008.49,0.07,212063.69,19589.55,67.43,Credit Card,5.0,False,shipped,4,2020,4,2020-04,2020Q2,Thursday,36-50,9.24
ORD-01295,2021-08-07,CUST43573,Rohan Das,28,male,East,Patna,Groceries,Rice (5kg),1,69.87,0.27,51.01,6.0,69.5,Credit Card,2.0,False,Cancelled,9,2021,8,2021-08,2021Q3,Saturday,26-35,11.76
ORD-04037,2024-10-17,CUST70226,Shreya Shah,34,Female,North,Ludhiana,Groceries,Rice (5kg),1,141.61,0.11,126.03,11.5,52.28,UPI,4.0,False,Delivered,9,2024,10,2024-10,2024Q4,Thursday,26-35,9.12
ORD-03087,2023-08-26,CUST32672,Meera Patel,39,Female,West,Surat,Furniture,Desk,5,21847.95,0.29,77560.22,26491.84,67.66,UPI,2.0,False,Delivered,9,2023,8,2023-08,2023Q3,Saturday,36-50,34.16
ORD-01162,2021-06-04,CUST45949,Meera Joshi,33,M,East,Kolkata,Furniture,Chair,4,16298.68,0.03,63238.88,28600.3,95.11,EMI,1.0,False,Delivered,5,2021,6,2021-06,2021Q2,Friday,26-35,45.23
ORD-01742,2022-02-13,CUST91415,Aarav Gupta,44,Female,Central,Nagpur,Groceries,Dal (1kg),9,479.9,0.32,2936.99,232.06,40.19,Credit Card,4.0,False,Shipped,3,2022,2,2022-02,2022Q1,Sunday,36-50,7.9
ORD-02413,2022-11-09,CUST99486,Nikhil Singh,35,Female,East,Guwahati,Sports,Cricket Bat,5,4583.05,0.3,16040.68,2806.09,59.75,Net Banking,4.0,False,Delivered,6,2022,11,2022-11,2022Q4,Wednesday,26-35,17.49
ORD-00933,2021-02-25,CUST94720,Rohan Singh,49,Female,South,Bangalore,Clothing,Kurta,9,2124.88,0.33,12813.03,4454.91,81.17,Debit Card,3.0,False,Cancelled,6,2021,2,2021-02,2021Q1,Thursday,36-50,34.77
ORD-03355,2023-12-22,CUST79039,Nikhil Kumar,35,Male,West,Ahmedabad,Electronics,Tablet,5,28716.0,0.06,134965.2,13016.92,60.44,Net Banking,5.0,False,Delivered,10,2023,12,2023-12,2023Q4,Friday,26-35,9.64
ORD-01790,2022-03-04,CUST11770,Nisha Chatterjee,33,Other,Central,Indore,Beauty,Hair Oil,2,2360.33,0.23,3634.91,1837.87,81.05,EMI,3.0,False,Delivered,3,2022,3,2022-03,2022Q1,Friday,26-35,50.56
ORD-00546,2020-08-29,CUST11171,Kavya Gupta,35,Female,West,Pune,Books,Self-Help Book,8,318.51,0.31,1758.18,790.49,72.37,Debit Card,5.0,False,Shipped,9,2020,8,2020-08,2020Q3,Saturday,26-35,44.96
ORD-02806,2023-05-02,CUST69501,Meera Joshi,29,Other,Central,Indore,Groceries,Tea,5,481.67,0.37,1517.26,141.47,41.15,EMI,3.0,False,Delivered,8,2023,5,2023-05,2023Q2,Tuesday,26-35,9.32
ORD-04085,2024-11-07,CUST20306,Priya Sharma,43,Female,West,Mumbai,Furniture,Bed Frame,2,20043.88,0.36,25656.17,5160.18,25.71,Credit Card,3.0,False,Delivered,10,2024,11,2024-11,2024Q4,Thursday,36-50,20.11
ORD-01794,2022-03-05,CUST42681,Deepa Joshi,40,Male,West,Pune,Sports,Football,1,1321.99,0.39,806.41,202.59,63.12,Debit Card,4.0,False,Delivered,7,2022,3,2022-03,2022Q1,Saturday,36-50,25.12
ORD-00473,2020-07-28,CUST19554,Arjun Mehta,34,Male,West,Mumbai,Furniture,Chair,1,16334.58,0.09,14864.47,5249.68,61.69,Cash on Delivery,5.0,False,cancelled,10,2020,7,2020-07,2020Q3,Tuesday,26-35,35.32
ORD-01652,2022-01-07,CUST31119,Arjun Das,33,Other,North,Ludhiana,Electronics,Tablet,5,27023.75,0.03,131065.19,15632.48,68.45,Credit Card,4.0,False,Delivered,7,2022,1,2022-01,2022Q1,Friday,26-35,11.93
ORD-00310,2020-05-15,CUST01960,Sunita Rao,39,Female,West,Ahmedabad,Electronics,Smartphone,5,30601.06,0.34,100983.5,14746.62,71.09,Cash on Delivery,4.0,False,Shipped,2,2020,5,2020-05,2020Q2,Friday,36-50,14.6
ORD-00847,2021-01-21,CUST36203,Vikram Mehta,29,Male,Central,Nagpur,Furniture,Chair,7,27103.44,0.07,176443.39,47871.51,45.89,EMI,2.0,True,Returned,7,2021,1,2021-01,2021Q1,Thursday,26-35,27.13
ORD-01755,2022-02-17,CUST47141,Kavya Rao,24,Male,West,Mumbai,Sports,Yoga Mat,8,4285.05,0.23,26395.91,7134.8,43.11,Cash on Delivery,3.0,False,Delivered,2,2022,2,2022-02,2022Q1,Thursday,18-25,27.03
ORD-01549,2021-11-26,CUST76040,Meera Chatterjee,19,Male,South,Hyderabad,Beauty,Shampoo,10,2199.23,0.03,21332.53,7462.56,84.56,EMI,4.0,False,Shipped,10,2021,11,2021-11,2021Q4,Friday,18-25,34.98
ORD-00997,2021-03-29,CUST53232,Vikram Pillai,35,Other,West,Mumbai,Furniture,Sofa,5,24694.95,0.14,106188.28,6733.42,16.03,UPI,2.0,False,Shipped,10,2021,3,2021-03,2021Q1,Monday,26-35,6.34
ORD-04029,2024-10-15,CUST20995,Deepa Shah,35,Male,North,Chandigarh,Beauty,Face Cream,2,346.2,0.18,567.77,286.41,60.58,UPI,4.0,False,Delivered,4,2024,10,2024-10,2024Q4,Tuesday,26-35,50.44
ORD-03288,2023-11-21,CUST96629,Karan Gupta,35,Female,South,Chennai,Electronics,Headphones,8,24941.15,0.38,123708.1,19098.95,79.77,Debit Card,4.0,False,Delivered,4,2023,11,2023-11,2023Q4,Tuesday,26-35,15.44
ORD-02314,2022-10-03,CUST99949,Karan Mishra,36,Other,East,Kolkata,Groceries,Cooking Oil,7,490.56,0.36,2197.71,120.11,92.2,Net Banking,3.0,False,Shipped,2,2022,10,2022-10,2022Q4,Monday,36-50,5.47
ORD-04092,2024-11-10,CUST89947,Ananya Chatterjee,19,Other,East,Guwahati,Groceries,Tea,5,398.96,0.3,1396.36,123.43,103.58,Cash on Delivery,3.0,True,Returned,1,2024,11,2024-11,2024Q4,Sunday,18-25,8.84
ORD-00308,2020-05-13,CUST07042,Priya Sharma,27,Female,North,Ludhiana,Beauty,Shampoo,4,1944.29,0.17,6455.04,5237.35,87.31,UPI,3.0,False,Delivered,4,2020,5,2020-05,2020Q2,Wednesday,26-35,81.14
ORD-00887,2021-02-04,CUST50884,Sanjay Pillai,49,Other,East,Patna,Sports,Yoga Mat,10,12708.22,0.28,91499.18,20206.87,100.24,EMI,2.0,False,Delivered,3,2021,2,2021-02,2021Q1,Thursday,36-50,22.08
ORD-00397,2020-06-20,CUST17107,Ritu Pillai,20,Other,East,Guwahati,Beauty,Face Cream,8,950.66,0.32,5171.59,3770.8,84.8,Debit Card,5.0,False,Delivered,7,2020,6,2020-06,2020Q2,Saturday,18-25,72.91
ORD-00955,2021-03-10,CUST63974,Kavya Gupta,30,Male,East,Kolkata,Sports,Dumbbells,3,14253.13,0.13,37200.67,11131.02,67.22,EMI,1.0,False,Cancelled,3,2021,3,2021-03,2021Q1,Wednesday,26-35,29.92
ORD-00875,2021-02-01,CUST89431,Sanjay Bose,43,Female,South,Kochi,Clothing,Jeans,9,2667.5,0.11,21366.68,8438.9,78.87,Cash on Delivery,3.0,False,Delivered,3,2021,2,2021-02,2021Q1,Monday,36-50,39.5
ORD-01740,2022-02-12,CUST21895,Sanjay Reddy,56,Male,South,Hyderabad,Clothing,Jeans,2,2432.6,0.26,3600.25,1931.36,84.81,Net Banking,5.0,False,Delivered,8,2022,2,2022-02,2022Q1,Saturday,51-65,53.65
ORD-00169,2020-03-15,CUST14141,Nikhil Das,43,Male,Central,Raipur,Clothing,T-Shirt,2,3471.87,0.15,5902.18,1972.09,48.98,Credit Card,1.0,False,Shipped,4,2020,3,2020-03,2020Q1,Sunday,36-50,33.41
ORD-00626,2020-10-07,CUST10712,Rohan Kapoor,38,Female,North,Chandigarh,Groceries,Dal (1kg),4,372.01,0.37,937.47,59.95,38.48,EMI,4.0,False,Pending,8,2020,10,2020-10,2020Q4,Wednesday,36-50,6.39
ORD-01142,2021-05-29,CUST59363,Sunita Mehta,35,Female,West,Surat,Electronics,Headphones,10,49305.3,0.37,310623.39,48008.96,69.0,UPI,5.0,False,Cancelled,7,2021,5,2021-05,2021Q2,Saturday,26-35,15.46
ORD-02077,2022-07-05,CUST06928,Rahul Bhat,29,Other,West,Surat,Clothing,T-Shirt,1,332.88,0.4,199.73,129.76,83.16,Debit Card,2.0,False,Delivered,6,2022,7,2022-07,2022Q3,Tuesday,26-35,64.97
ORD-02987,2023-07-18,CUST78771,Nikhil Gupta,39,Female,West,Surat,Groceries,Sugar,8,455.06,0.01,3604.08,561.84,83.7,Net Banking,3.0,False,Delivered,10,2023,7,2023-07,2023Q3,Tuesday,36-50,15.59
ORD-03554,2024-03-23,CUST02299,Nisha Patel,51,Female,South,Kochi,Sports,Dumbbells,9,560.77,0.19,4088.01,1118.77,78.58,Credit Card,2.0,False,Delivered,1,2024,3,2024-03,2024Q1,Saturday,51-65,27.37
ORD-03655,2024-05-07,CUST44723,Ritu Singh,42,Male,West,Ahmedabad,Furniture,Sofa,10,15954.1,0.05,151563.95,76735.56,54.78,Debit Card,1.0,False,Delivered,1,2024,5,2024-05,2024Q2,Tuesday,36-50,50.63
ORD-02465,2022-12-05,CUST74998,Kavya Bhat,25,F,North,Delhi,Clothing,Kurta,1,336.77,0.25,252.58,67.26,67.65,UPI,5.0,False,Delivered,0,2022,12,2022-12,2022Q4,Monday,18-25,26.63
ORD-04187,2024-12-25,CUST58320,Pooja Sharma,35,Other,West,Ahmedabad,Furniture,Sofa,8,14656.38,0.05,111388.49,22861.06,54.81,Debit Card,1.0,False,Delivered,6,2024,12,2024-12,2024Q4,Wednesday,26-35,20.52
ORD-00094,2020-02-06,CUST12581,Sanjay Gupta,56,Female,West,Ahmedabad,Clothing,Kurta,5,1920.61,0.27,7010.23,2295.66,69.18,Credit Card,5.0,False,Delivered,10,2020,2,2020-02,2020Q1,Thursday,51-65,32.75
ORD-03410,2024-01-17,CUST69094,Kavya Chatterjee,41,Male,East,Kolkata,Clothing,Jeans,2,3049.88,0.02,5977.76,1313.05,83.88,EMI,4.0,False,Pending,6,2024,1,2024-01,2024Q1,Wednesday,36-50,21.97
ORD-03917,2024-08-20,CUST40587,Shreya Mehta,35,Female,North,Amritsar,Furniture,Chair,9,27363.22,0.29,174850.98,50443.65,53.56,UPI,3.0,False,Delivered,5,2024,8,2024-08,2024Q3,Tuesday,26-35,28.85
ORD-01482,2021-10-27,CUST43427,Pooja Patel,25,Female,South,Bangalore,Beauty,Lipstick,5,2139.28,0.29,7594.44,3518.82,60.66,Debit Card,5.0,False,Delivered,7,2021,10,2021-10,2021Q4,Wednesday,18-25,46.33
ORD-02055,2022-06-24,CUST92237,Arjun Patel,33,Other,South,Chennai,Electronics,Smartwatch,7,54204.8,0.01,375639.26,66152.73,87.36,EMI,1.0,False,Delivered,8,2022,6,2022-06,2022Q2,Friday,26-35,17.61
ORD-03552,2024-03-23,CUST47390,Ananya Das,22,Other,West,Ahmedabad,Electronics,Laptop,10,58117.48,0.32,395198.86,56329.27,66.82,Debit Card,1.0,False,Delivered,3,2024,3,2024-03,2024Q1,Saturday,18-25,14.25
ORD-00147,2020-03-01,CUST66395,Arjun Sharma,15,Male,South,Hyderabad,Beauty,Perfume,3,584.36,0.36,1121.97,445.33,92.76,Credit Card,4.0,False,Shipped,4,2020,3,2020-03,2020Q1,Sunday,18-25,39.69
ORD-03721,2024-06-10,CUST98311,Aarav Mishra,58,Other,East,Patna,Clothing,Kurta,5,1827.87,0.17,7585.66,4727.66,91.8,Credit Card,5.0,False,Delivered,5,2024,6,2024-06,2024Q2,Monday,51-65,62.32
ORD-02238,2022-09-02,CUST61636,Karan Singh,55,F,South,Kochi,Electronics,Smartwatch,4,32640.78,0.24,99227.97,13905.31,46.2,UPI,3.0,True,Returned,9,2022,9,2022-09,2022Q3,Friday,51-65,14.01
ORD-00193,2020-03-27,CUST20505,Amit Kapoor,21,Other,West,Pune,Furniture,Wardrobe,6,2910.04,0.13,15190.41,5082.48,63.67,Credit Card,5.0,False,Shipped,4,2020,3,2020-03,2020Q1,Friday,18-25,33.46
ORD-00722,2020-11-26,CUST22239,Kavya Joshi,23,Female,West,Mumbai,Electronics,Smartwatch,8,19009.3,0.0,152074.4,11022.35,57.37,UPI,5.0,False,Delivered,2,2020,11,2020-11,2020Q4,Thursday,18-25,7.25
ORD-03234,2023-10-30,CUST23301,Sanjay Mishra,40,Male,North,Chandigarh,Groceries,Dal (1kg),7,230.21,0.35,1047.46,147.47,21.34,UPI,2.0,False,Pending,4,2023,10,2023-10,2023Q4,Monday,36-50,14.08
ORD-00363,2020-06-04,CUST26055,Ananya Kapoor,49,f,East,Bhubaneswar,Beauty,Shampoo,7,1638.61,0.04,11011.46,6526.33,72.09,Cash on Delivery,2.0,False,Shipped,8,2020,6,2020-06,2020Q2,Thursday,36-50,59.27
ORD-03203,2023-10-17,CUST79007,Rahul Chatterjee,47,Other,North,Amritsar,Furniture,Bookshelf,5,30014.4,0.11,133564.08,42093.32,-3.11,Credit Card,3.0,False,Delivered,2,2023,10,2023-10,2023Q4,Tuesday,36-50,31.52
ORD-00431,2020-07-08,CUST12471,Shreya Bhat,40,male,East,Kolkata,Clothing,Kurta,5,3727.28,0.39,11368.2,877.47,53.25,UPI,3.0,False,Delivered,7,2020,7,2020-07,2020Q3,Wednesday,36-50,7.72
ORD-00442,2020-07-14,CUST98850,Deepa Verma,49,Female,East,Guwahati,Clothing,Jacket,6,831.4,0.21,3940.84,1752.33,85.94,UPI,3.0,False,Delivered,1,2020,7,2020-07,2020Q3,Tuesday,36-50,44.47
ORD-01892,2022-04-16,CUST98022,Rahul Reddy,51,Other,West,Surat,Beauty,Shampoo,7,1556.32,0.13,9477.99,6509.98,58.7,UPI,5.0,False,Delivered,9,2022,4,2022-04,2022Q2,Saturday,51-65,68.69
ORD-01106,2021-05-14,CUST22860,Shreya Patel,33,Other,West,Ahmedabad,Beauty,Shampoo,8,2335.32,0.26,13825.09,8084.22,94.12,UPI,3.0,True,Returned,2,2021,5,2021-05,2021Q2,Friday,26-35,58.47
ORD-01362,2021-09-04,CUST75771,Deepa Das,49,Male,East,Kolkata,Sports,Football,2,3995.9,0.28,5754.1,1979.87,89.09,Debit Card,5.0,False,Delivered,7,2021,9,2021-09,2021Q3,Saturday,36-50,34.41
ORD-01581,2021-12-08,CUST13351,Meera Patel,37,Female,West,Mumbai,Books,Biography,7,762.53,0.39,3256.0,1196.24,65.27,EMI,4.0,False,Cancelled,5,2021,12,2021-12,2021Q4,Wednesday,36-50,36.74
ORD-00152,2020-03-03,CUST55982,Meera Bose,33,Male,Central,Nagpur,Sports,Yoga Mat,3,13678.04,0.12,36110.03,7972.68,67.88,Credit Card,4.0,False,Delivered,8,2020,3,2020-03,2020Q1,Tuesday,26-35,22.08
ORD-03040,2023-08-08,CUST92392,Karan Mishra,39,Female,East,Patna,Beauty,Sunscreen,5,781.43,0.3,2735.0,2172.08,63.85,EMI,3.0,False,Delivered,8,2023,8,2023-08,2023Q3,Tuesday,36-50,79.42
ORD-01709,2022-02-01,CUST24292,Kavya Kumar,38,m,North,Chandigarh,Furniture,Desk,6,33340.2,0.09,182037.49,59885.0,37.52,Credit Card,3.0,False,Cancelled,7,2022,2,2022-02,2022Q1,Tuesday,36-50,32.9
ORD-04130,2024-12-01,CUST33881,Priya Gupta,39,male,Central,Indore,Beauty,Sunscreen,8,1289.19,0.15,8766.49,4080.67,43.57,EMI,1.0,False,Cancelled,2,2024,12,2024-12,2024Q4,Sunday,36-50,46.55
ORD-02290,2022-09-20,CUST57859,Arjun Chatterjee,33,Male,South,Bangalore,Furniture,Wardrobe,10,29389.24,0.04,282136.7,104400.15,66.52,Cash on Delivery,1.0,False,Delivered,6,2022,9,2022-09,2022Q3,Tuesday,26-35,37.0
ORD-03083,2023-08-25,CUST78430,Rahul Pillai,51,Male,West,Mumbai,Beauty,Face Cream,4,173.98,0.25,521.94,447.82,73.28,Cash on Delivery,1.0,False,Delivered,7,2023,8,2023-08,2023Q3,Friday,51-65,85.8
ORD-01556,2021-11-29,CUST84287,Rohan Gupta,46,Other,West,Ahmedabad,Books,Cook Book,2,756.72,0.33,1014.0,238.75,80.16,UPI,2.0,False,delivered,2,2021,11,2021-11,2021Q4,Monday,36-50,23.55
ORD-03820,2024-07-19,CUST00780,Sanjay Nair,42,Male,Central,Raipur,Books,Self-Help Book,1,329.58,0.11,293.33,235.62,62.65,Net Banking,1.0,False,Delivered,10,2024,7,2024-07,2024Q3,Friday,36-50,80.33
ORD-02483,2022-12-13,CUST37391,Vikram Singh,25,Other,Central,Raipur,Electronics,Camera,3,6718.83,0.0,20156.49,2013.32,59.88,Debit Card,3.0,False,Delivered,1,2022,12,2022-12,2022Q4,Tuesday,18-25,9.99
ORD-00360,2020-06-03,CUST65000,Vikram Chatterjee,23,FEMALE,East,Kolkata,Groceries,Rice (5kg),1,362.29,0.22,282.59,23.08,80.1,UPI,3.0,False,Delivered,8,2020,6,2020-06,2020Q2,Wednesday,18-25,8.17
ORD-02366,2022-10-19,CUST55712,Shreya Bose,39,Other,South,Chennai,Beauty,Hair Oil,7,128.3,0.24,682.56,385.99,51.66,Cash on Delivery,1.0,False,Cancelled,4,2022,10,2022-10,2022Q4,Wednesday,36-50,56.55
ORD-02439,2022-11-24,CUST05236,Meera Rao,15,Female,Central,Raipur,Clothing,Saree,10,1673.29,0.06,15728.93,4599.2,66.5,Credit Card,4.0,False,Delivered,2,2022,11,2022-11,2022Q4,Thursday,18-25,29.24
ORD-01672,2022-01-17,CUST15767,Pooja Shah,15,Other,East,Kolkata,Clothing,Jacket,1,2361.4,0.32,1605.75,339.86,57.6,Credit Card,3.0,False,delivered,3,2022,1,2022-01,2022Q1,Monday,18-25,21.17
ORD-01368,2021-09-09,CUST02383,Meera Bhat,32,Female,East,Kolkata,Beauty,Sunscreen,10,1927.01,0.23,14837.98,6280.5,52.73,Cash on Delivery,3.0,False,Delivered,9,2021,9,2021-09,2021Q3,Thursday,26-35,42.33
ORD-04112,2024-11-22,CUST28483,Pooja Gupta,23,Other,Central,Nagpur,Clothing,Jacket,8,3689.55,0.36,18890.5,6339.32,82.16,Debit Card,4.0,False,Pending,4,2024,11,2024-11,2024Q4,Friday,18-25,33.56
ORD-02943,2023-06-30,CUST64972,Arjun Das,41,Male,North,Amritsar,Sports,Dumbbells,9,6912.54,0.01,61590.73,24585.48,74.65,Credit Card,5.0,False,Delivered,6,2023,6,2023-06,2023Q2,Friday,36-50,39.92
ORD-00353,2020-05-31,CUST09451,Arjun Iyer,35,Male,South,Bangalore,Furniture,Desk,4,14963.38,0.04,57459.38,22163.23,68.71,Cash on Delivery,3.0,False,delivered,8,2020,5,2020-05,2020Q2,Sunday,26-35,38.57
ORD-00520,2020-08-18,CUST37089,Meera Kapoor,49,Other,West,Mumbai,Books,Fiction Novel,1,1155.88,0.37,728.2,208.47,59.74,Debit Card,4.0,False,Delivered,1,2020,8,2020-08,2020Q3,Tuesday,36-50,28.63
ORD-00930,2021-02-23,CUST93704,Aarav Gupta,46,Male,South,Bangalore,Electronics,Smartphone,4,69413.05,0.19,224898.28,20189.99,74.25,EMI,2.0,False,Cancelled,7,2021,2,2021-02,2021Q1,Tuesday,36-50,8.98
ORD-03564,2024-03-28,CUST37631,Karan Singh,35,Other,West,Ahmedabad,Clothing,Jacket,6,3699.24,0.33,14870.94,6519.53,44.19,Net Banking,2.0,False,Delivered,6,2024,3,2024-03,2024Q1,Thursday,26-35,43.84
